id,item_category,amount,num_units,transaction_date
8337,Art,7.7,2,7/2/2016
8338,Paper,23.92,4,12/27/2014
8339,Accessories,498.0,5,12/27/2014
8341,Paper,32.4,5,11/14/2014
8343,Storage,73.36,7,11/25/2016
8344,Labels,59.2,5,3/21/2014
8345,Furnishings,32.952,3,3/21/2014
8346,Chairs,218.376,3,3/21/2014
8357,Furnishings,186.54,3,8/26/2016
8365,Phones,751.984,2,4/28/2017
8377,Appliances,64.384,1,3/21/2017
8397,Paper,310.688,7,6/30/2014
8411,Tables,630.024,4,11/15/2016
8412,Art,27.86,7,5/9/2016
8470,Bookcases,387.136,4,4/23/2017
8471,Accessories,45.408,2,4/23/2017
8472,Furnishings,77.952,3,4/23/2017
8473,Labels,3.0,1,4/23/2017
8474,Storage,9.952,1,10/22/2015
8489,Machines,8749.95,5,2/2/2016
8490,Binders,36.4,8,2/2/2016
8491,Furnishings,18.69,7,2/2/2016
8514,Paper,20.736,4,6/5/2017
8515,Art,17.52,3,8/21/2015
8516,Art,35.76,12,8/21/2015
8535,Labels,9.82,2,1/13/2015
8545,Furnishings,20.24,1,3/27/2016
8546,Furnishings,39.92,4,3/27/2016
8547,Binders,32.54,2,3/27/2016
8554,Accessories,239.92,8,11/13/2017
8555,Tables,1056.86,7,12/9/2016
8556,Accessories,447.944,7,3/22/2015
8557,Storage,150.408,9,3/22/2015
8564,Binders,4.842,3,4/30/2017
8565,Furnishings,220.704,6,4/30/2017
8576,Appliances,14.336,4,8/27/2017
8580,Labels,2.61,1,12/27/2016
8594,Accessories,191.976,3,11/9/2017
8595,Phones,499.168,4,11/9/2017
8596,Binders,11.88,2,5/5/2014
8597,Paper,35.44,1,5/5/2014
8622,Appliances,20.768,2,5/13/2017
8624,Binders,121.104,6,11/13/2015
8625,Accessories,111.96,5,11/13/2015
8636,Art,174.95,5,4/30/2014
8637,Storage,826.0,5,4/30/2014
8640,Binders,12.39,3,12/13/2014
8643,Fasteners,31.504,11,11/8/2015
8644,Labels,5.04,1,11/8/2015
8645,Binders,39.879,7,11/8/2015
8646,Furnishings,4.712,1,11/8/2015
8648,Chairs,97.424,2,12/5/2015
8649,Storage,704.76,5,7/29/2016
8650,Binders,27.396,3,7/29/2016
8661,Bookcases,723.92,5,11/25/2017
8681,Appliances,2104.55,7,12/1/2016
8682,Supplies,40.7,5,12/1/2016
8683,Accessories,47.79,3,11/5/2014
8697,Phones,239.976,3,6/15/2017
8698,Furnishings,31.168,4,6/15/2017
8699,Tables,120.96,2,6/15/2017
8700,Phones,2239.936,8,6/15/2017
8701,Appliances,76.608,8,6/15/2017
8702,Storage,142.776,1,6/15/2017
8703,Paper,91.36,5,6/15/2017
8724,Paper,37.408,7,12/29/2016
8725,Paper,25.344,6,12/29/2016
8727,Accessories,4.728,3,12/27/2015
8728,Furnishings,53.352,3,12/27/2015
8729,Bookcases,131.104,2,12/27/2015
8730,Storage,22.512,3,12/27/2015
8731,Accessories,72.744,7,12/27/2015
8738,Binders,8.1,5,4/6/2017
8741,Art,73.2,5,7/24/2016
8752,Paper,93.248,4,5/5/2016
8753,Phones,177.48,3,5/5/2016
8761,Binders,1270.99,1,1/31/2016
8762,Envelopes,125.36,8,1/31/2016
8772,Appliances,942.784,4,9/14/2017
8773,Paper,74.352,3,9/14/2017
8785,Labels,4.608,2,3/17/2017
8789,Chairs,698.352,3,6/15/2017
8790,Bookcases,77.728,2,6/15/2017
8791,Binders,46.62,9,9/6/2015
8821,Copiers,959.984,2,11/3/2017
8822,Binders,4.086,2,11/3/2017
8823,Art,55.984,2,11/3/2017
8824,Paper,10.688,2,11/3/2017
8832,Furnishings,39.96,2,11/15/2015
8834,Storage,15.51,1,9/24/2017
8835,Phones,89.9,2,9/24/2017
8836,Art,14.28,4,9/24/2017
8837,Art,12.72,3,9/24/2017
8838,Labels,15.75,5,9/24/2017
8849,Phones,74.24,1,7/2/2015
8850,Furnishings,159.84,10,7/2/2015
8851,Binders,2.892,2,7/2/2015
8852,Paper,9.392,2,7/2/2015
8860,Phones,35.96,1,8/20/2017
8866,Appliances,36.27,3,12/20/2015
8883,Phones,15.984,2,10/20/2017
8884,Paper,14.352,3,10/20/2017
8892,Chairs,121.78,2,9/16/2016
8899,Phones,494.97,3,8/7/2015
8900,Labels,25.06,2,8/7/2015
8911,Accessories,95.976,3,11/4/2017
8912,Phones,143.928,9,11/4/2017
8913,Binders,3.564,2,11/4/2017
8914,Labels,,2,11/4/2017
8920,Furnishings,177.68,2,4/2/2014
8922,Phones,52.68,3,10/4/2016
8923,Furnishings,11.568,3,10/4/2016
8924,Binders,4.572,4,6/11/2017
8941,Supplies,7.632,3,8/22/2014
8950,Tables,934.956,6,12/22/2017
8951,Accessories,46.864,2,12/22/2017
8952,Storage,26.16,3,12/22/2017
8953,Art,23.128,7,12/22/2017
8954,Appliances,59.24,5,12/22/2017
8955,Bookcases,155.456,4,8/8/2014
8957,Furnishings,21.0,3,12/25/2017
8958,Machines,120.0,2,12/25/2017
8963,Furnishings,273.96,2,11/5/2016
8964,Accessories,89.97,3,11/5/2016
8965,Furnishings,756.8,5,11/5/2016
8969,Storage,39.128,1,12/30/2014
8986,Furnishings,77.952,3,12/3/2015
8987,Binders,95.97,5,12/3/2015
8988,Phones,105.584,2,12/3/2015
8989,Art,9.344,2,12/3/2015
8993,Accessories,18.528,2,10/16/2017
8994,Tables,1875.258,7,10/16/2017
8995,Paper,91.36,5,8/15/2014
8996,Appliances,152.24,5,8/15/2014
9002,Accessories,5.95,1,12/2/2014
9003,Paper,15.24,3,12/2/2014
9011,Binders,26.16,4,5/19/2017
9020,Accessories,99.98,2,12/16/2014
9021,Furnishings,29.46,6,12/16/2014
9034,Binders,1793.98,2,9/2/2014
9042,Furnishings,337.088,4,9/28/2014
9067,Accessories,23.08,2,5/26/2017
9075,Storage,828.84,6,4/21/2014
9079,Furnishings,318.08,4,2/16/2016
9080,Binders,5.8,1,2/16/2016
9083,Art,5.56,2,11/2/2017
9084,Storage,146.73,3,2/6/2015
9085,Paper,29.9,5,2/6/2015
9089,Phones,246.168,3,12/15/2015
9091,Storage,348.56,8,10/13/2017
9111,Envelopes,36.4,5,10/13/2014
9112,Accessories,22.96,2,10/13/2014
9113,Storage,315.2,4,10/13/2014
9114,Binders,15.18,3,10/13/2014
9135,Storage,129.552,3,4/12/2016
9136,Storage,51.984,1,4/12/2016
9137,Paper,10.272,3,4/12/2016
9138,Binders,18.336,2,2/2/2014
9139,Phones,180.96,5,2/2/2014
9160,Binders,4.338,3,8/9/2016
9161,Binders,11.88,5,8/9/2016
9169,Paper,319.76,14,3/15/2016
9170,Paper,45.68,2,3/15/2016
9177,Binders,31.086,3,3/19/2016
9221,Labels,11.07,3,10/13/2017
9222,Tables,1504.52,4,10/13/2017
9223,Paper,25.92,4,10/13/2017
9240,Paper,56.784,7,10/27/2017
9241,Binders,5.607,3,10/27/2017
9242,Art,6.576,3,10/27/2017
9253,Accessories,199.95,5,9/23/2017
9254,Paper,12.96,2,9/23/2017
9265,Binders,11.673,3,11/24/2017
9266,Envelopes,64.848,7,11/24/2017
9274,Binders,1577.94,3,9/2/2017
9276,Storage,184.704,6,5/26/2016
9277,Accessories,47.92,2,5/26/2016
9282,Appliances,67.9,5,9/11/2017
9283,Paper,72.224,4,12/30/2016
9286,Furnishings,18.176,1,11/21/2015
9333,Appliances,195.68,4,9/11/2017
9334,Fasteners,14.2,4,9/11/2017
9335,Bookcases,314.352,3,5/1/2017
9336,Labels,4.608,2,5/1/2017
9380,Paper,45.528,3,12/23/2014
9381,Chairs,64.784,1,12/23/2014
9382,Storage,424.272,2,12/23/2014
9383,Art,1.344,1,12/23/2014
9384,Storage,83.92,5,12/23/2014
9401,Envelopes,31.12,4,9/16/2015
9418,Paper,10.368,2,10/27/2014
9419,Paper,11.952,3,10/27/2014
9443,Art,16.256,2,4/7/2017
9444,Phones,219.184,2,4/7/2017
9456,Machines,91.475,1,6/16/2016
9457,Accessories,27.192,3,5/27/2017
9458,Binders,12.06,5,5/27/2017
9463,Chairs,701.96,2,11/25/2017
9490,Art,197.05,7,8/5/2016
9515,Paper,91.056,6,3/14/2014
9553,Accessories,151.96,4,5/30/2015
9566,Chairs,1125.488,7,3/31/2014
9567,Binders,12.645,5,3/31/2014
9568,Art,4.032,2,3/31/2014
9586,Paper,31.008,1,8/26/2016
9602,Paper,239.5,5,9/4/2016
9603,Supplies,34.2,5,5/19/2014
9605,Appliances,197.72,4,11/2/2015
9612,Fasteners,11.68,4,10/24/2017
9640,Tables,4297.644,13,1/28/2015
9670,Labels,14.94,3,4/2/2017
9671,Art,64.68,7,8/13/2015
9689,Paper,32.4,5,6/20/2017
9690,Phones,503.96,4,6/20/2017
9733,Chairs,500.24,13,8/20/2014
9734,Paper,20.12,2,8/20/2014
9735,Binders,896.99,1,8/20/2014
9754,Labels,8.26,2,3/27/2017
9755,Binders,17.76,2,3/27/2017
9756,Storage,332.94,3,3/27/2017
9757,Tables,292.1,2,3/27/2017
9758,Phones,206.1,5,3/27/2017
9759,Paper,17.64,4,3/27/2017
9761,Art,4.3,2,11/4/2017
9770,Bookcases,339.92,5,11/24/2016
9771,Paper,10.528,4,11/24/2016
9772,Appliances,42.384,2,11/24/2016
9774,Phones,135.95,1,6/26/2016
9786,Binders,48.81,3,5/9/2015
9787,Chairs,149.9,5,11/5/2014
9806,Furnishings,45.568,2,10/21/2016
9807,Binders,28.752,8,10/21/2016
9808,Chairs,194.848,4,7/27/2017
9816,Paper,173.488,7,6/8/2015
9817,Storage,516.96,4,6/8/2015
9818,Furnishings,173.208,7,6/8/2015
9819,Art,4.448,2,6/8/2015
9820,Labels,9.0,3,6/8/2015
9821,Paper,42.24,10,6/8/2015
9822,Binders,18.264,2,6/8/2015
9830,Chairs,242.352,3,7/16/2017
9857,Paper,43.68,6,11/6/2014
9882,Binders,14.04,3,8/12/2014
9883,Accessories,272.61,13,8/12/2014
9912,Binders,115.36,7,4/5/2014
9961,Accessories,18.0,1,9/16/2017
9971,Binders,119.56,2,6/28/2015
9972,Art,140.75,5,6/28/2015
9981,Tables,85.98,1,9/6/2015
9988,Accessories,79.99,1,11/17/2017
9989,Phones,206.1,5,11/17/2017
9990,Furnishings,25.248,3,1/21/2014
